episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
0,0,0,3,0,-1,0,2,0
0,1,0,2,0,-1,0,1,0
0,2,0,1,0,-1,0,0,0
0,3,0,0,0,-1,0,0,0
0,4,0,0,1,-1,0,1,0
0,5,0,1,3,-1,1,1,0
0,6,1,1,0,-1,1,0,0
0,7,1,0,0,-1,1,0,0
0,8,1,0,1,-1,1,1,0
0,9,1,1,1,-1,1,2,0
0,10,1,2,0,-1,1,1,0
0,11,1,1,2,-1,0,1,0
0,12,0,1,1,-1,0,2,0
0,13,0,2,1,-1,0,3,0
0,14,0,3,1,-1,0,3,0
0,15,0,3,2,-1,0,3,0
0,16,0,3,3,-1,1,3,0
0,17,1,3,0,-1,1,2,0
0,18,1,2,1,-1,1,3,0
0,19,1,3,1,-1,1,3,0
0,20,1,3,2,-1,0,3,0
0,21,0,3,0,-1,0,2,0
0,22,0,2,2,-1,0,2,0
0,23,0,2,3,-1,1,2,0
0,24,1,2,2,-1,0,2,0
0,25,0,2,0,-1,0,1,0
0,26,0,1,2,-1,0,1,0
0,27,0,1,0,-1,0,0,0
0,28,0,0,2,-1,0,0,0
0,29,0,0,3,-1,1,0,0
0,30,1,0,2,-1,0,0,0
0,31,0,0,0,-1,0,0,0
0,32,0,0,1,-1,0,1,0
0,33,0,1,1,-1,0,2,0
0,34,0,2,1,-1,0,3,0
0,35,0,3,1,-1,0,3,0
0,36,0,3,2,-1,0,3,0
0,37,0,3,3,-1,1,3,0
0,38,1,3,3,-1,1,3,0
0,39,1,3,0,-1,1,2,0
0,40,1,2,3,-1,1,2,0
0,41,1,2,0,-1,1,1,0
0,42,1,1,3,-1,1,1,0
0,43,1,1,3,-1,1,1,0
0,44,1,1,0,-1,1,0,0
0,45,1,0,3,-1,2,0,0
0,46,2,0,0,-1,2,0,0
0,47,2,0,1,-1,2,0,0
0,48,2,0,2,-1,1,0,0
0,49,1,0,0,-1,1,0,0
1,0,0,3,0,-1,0,2,0
1,1,0,2,2,-1,0,2,0
1,2,0,2,3,-1,1,2,0
1,3,1,2,1,-1,1,3,0
1,4,1,3,1,-1,1,3,0
1,5,1,3,3,-1,1,3,0
1,6,1,3,2,-1,0,3,0
1,7,0,3,3,-1,1,3,0
1,8,1,3,0,-1,1,2,0
1,9,1,2,3,-1,1,2,0
1,10,1,2,2,-1,0,2,0
1,11,0,2,0,-1,0,1,0
1,12,0,1,3,-1,1,1,0
1,13,1,1,1,-1,1,2,0
1,14,1,2,0,-1,1,1,0
1,15,1,1,2,-1,0,1,0
1,16,0,1,2,-1,0,1,0
1,17,0,1,0,-1,0,0,0
1,18,0,0,2,-1,0,0,0
1,19,0,0,3,-1,1,0,0
1,20,1,0,1,-1,1,1,0
1,21,1,1,0,-1,1,0,0
1,22,1,0,3,-1,2,0,0
1,23,2,0,3,-1,3,0,0
1,24,3,0,2,-1,2,0,0
1,25,2,0,0,-1,2,0,0
1,26,2,0,1,-1,2,0,0
1,27,2,0,3,-1,3,0,0
1,28,3,0,0,-1,3,0,0
1,29,3,0,1,-1,3,1,0
1,30,3,1,0,-1,3,0,0
1,31,3,0,3,-1,4,0,0
1,32,4,0,0,-1,4,0,0
1,33,4,0,1,-1,4,1,0
1,34,4,1,3,-1,4,1,0
1,35,4,1,2,-1,3,1,0
1,36,3,1,1,-1,3,2,0
1,37,3,2,0,-1,3,1,0
1,38,3,1,2,-1,3,1,0
1,39,3,1,3,-1,4,1,0
1,40,4,1,0,-1,4,0,0
1,41,4,0,2,-1,3,0,0
1,42,3,0,1,-1,3,1,0
1,43,3,1,0,-1,3,0,0
1,44,3,0,0,-1,3,0,0
1,45,3,0,3,-1,4,0,0
1,46,4,0,3,-1,4,0,0
1,47,4,0,0,-1,4,0,0
1,48,4,0,1,-1,4,1,0
1,49,4,1,1,-1,4,2,0
2,0,0,3,1,-1,0,3,0
2,1,0,3,2,-1,0,3,0
2,2,0,3,0,-1,0,2,0
2,3,0,2,1,-1,0,3,0
2,4,0,3,3,-1,1,3,0
2,5,1,3,1,-1,1,3,0
2,6,1,3,3,-1,1,3,0
2,7,1,3,0,-1,1,2,0
2,8,1,2,1,-1,1,3,0
2,9,1,3,2,-1,0,3,0
2,10,0,3,1,-1,0,3,0
2,11,0,3,2,-1,0,3,0
2,12,0,3,0,-1,0,2,0
2,13,0,2,2,-1,0,2,0
2,14,0,2,3,-1,1,2,0
2,15,1,2,3,-1,1,2,0
2,16,1,2,0,-1,1,1,0
2,17,1,1,2,-1,0,1,0
2,18,0,1,1,-1,0,2,0
2,19,0,2,0,-1,0,1,0
2,20,0,1,2,-1,0,1,0
2,21,0,1,3,-1,1,1,0
2,22,1,1,3,-1,1,1,0
2,23,1,1,1,-1,1,2,0
2,24,1,2,2,-1,0,2,0
2,25,0,2,2,-1,0,2,0
2,26,0,2,3,-1,1,2,0
2,27,1,2,3,-1,1,2,0
2,28,1,2,0,-1,1,1,0
2,29,1,1,0,-1,1,0,0
2,30,1,0,2,-1,0,0,0
2,31,0,0,0,-1,0,0,0
2,32,0,0,1,-1,0,1,0
2,33,0,1,0,-1,0,0,0
2,34,0,0,2,-1,0,0,0
2,35,0,0,3,-1,1,0,0
2,36,1,0,3,-1,2,0,0
2,37,2,0,2,-1,1,0,0
2,38,1,0,0,-1,1,0,0
2,39,1,0,1,-1,1,1,0
2,40,1,1,0,-1,1,0,0
2,41,1,0,3,-1,2,0,0
2,42,2,0,3,-1,3,0,0
2,43,3,0,2,-1,2,0,0
2,44,2,0,0,-1,2,0,0
2,45,2,0,1,-1,2,0,0
2,46,2,0,3,-1,3,0,0
2,47,3,0,3,-1,4,0,0
2,48,4,0,3,-1,4,0,0
2,49,4,0,2,-1,3,0,0
3,0,0,3,3,-1,1,3,0
3,1,1,3,1,-1,1,3,0
3,2,1,3,3,-1,1,3,0
3,3,1,3,0,-1,1,2,0
3,4,1,2,1,-1,1,3,0
3,5,1,3,2,-1,0,3,0
3,6,0,3,0,-1,0,2,0
3,7,0,2,0,-1,0,1,0
3,8,0,1,2,-1,0,1,0
3,9,0,1,3,-1,1,1,0
3,10,1,1,2,-1,0,1,0
3,11,0,1,1,-1,0,2,0
3,12,0,2,1,-1,0,3,0
3,13,0,3,1,-1,0,3,0
3,14,0,3,2,-1,0,3,0
3,15,0,3,3,-1,1,3,0
3,16,1,3,1,-1,1,3,0
3,17,1,3,3,-1,1,3,0
3,18,1,3,0,-1,1,2,0
3,19,1,2,2,-1,0,2,0
3,20,0,2,1,-1,0,3,0
3,21,0,3,0,-1,0,2,0
3,22,0,2,2,-1,0,2,0
3,23,0,2,3,-1,1,2,0
3,24,1,2,0,-1,1,1,0
3,25,1,1,3,-1,1,1,0
3,26,1,1,1,-1,1,2,0
3,27,1,2,3,-1,1,2,0
3,28,1,2,0,-1,1,1,0
3,29,1,1,0,-1,1,0,0
3,30,1,0,2,-1,0,0,0
3,31,0,0,3,-1,1,0,0
3,32,1,0,0,-1,1,0,0
3,33,1,0,3,-1,2,0,0
3,34,2,0,2,-1,1,0,0
3,35,1,0,1,-1,1,1,0
3,36,1,1,3,-1,1,1,0
3,37,1,1,2,-1,0,1,0
3,38,0,1,0,-1,0,0,0
3,39,0,0,0,-1,0,0,0
3,40,0,0,2,-1,0,0,0
3,41,0,0,1,-1,0,1,0
3,42,0,1,2,-1,0,1,0
3,43,0,1,3,-1,1,1,0
3,44,1,1,2,-1,0,1,0
3,45,0,1,0,-1,0,0,0
3,46,0,0,0,-1,0,0,0
3,47,0,0,3,-1,1,0,0
3,48,1,0,2,-1,0,0,0
3,49,0,0,2,-1,0,0,0
4,0,0,3,1,-1,0,3,0
4,1,0,3,2,-1,0,3,0
4,2,0,3,3,-1,1,3,0
4,3,1,3,2,-1,0,3,0
4,4,0,3,0,-1,0,2,0
4,5,0,2,0,-1,0,1,0
4,6,0,1,1,-1,0,2,0
4,7,0,2,3,-1,1,2,0
4,8,1,2,1,-1,1,3,0
4,9,1,3,0,-1,1,2,0
4,10,1,2,2,-1,0,2,0
4,11,0,2,2,-1,0,2,0
4,12,0,2,0,-1,0,1,0
4,13,0,1,2,-1,0,1,0
4,14,0,1,0,-1,0,0,0
4,15,0,0,1,-1,0,1,0
4,16,0,1,3,-1,1,1,0
4,17,1,1,0,-1,1,0,0
4,18,1,0,3,-1,2,0,0
4,19,2,0,0,-1,2,0,0
4,20,2,0,1,-1,2,0,0
4,21,2,0,3,-1,3,0,0
4,22,3,0,0,-1,3,0,0
4,23,3,0,1,-1,3,1,0
4,24,3,1,1,-1,3,2,0
4,25,3,2,1,-1,3,3,0
4,26,3,3,0,-1,3,2,0
4,27,3,2,2,-1,3,2,0
4,28,3,2,3,-1,4,2,0
4,29,4,2,0,-1,4,1,0
4,30,4,1,2,-1,3,1,0
4,31,3,1,2,-1,3,1,0
4,32,3,1,3,-1,4,1,0
4,33,4,1,0,-1,4,0,0
4,34,4,0,1,-1,4,1,0
4,35,4,1,1,-1,4,2,0
4,36,4,2,1,-1,4,3,0
4,37,4,3,1,-1,4,3,0
4,38,4,3,0,-1,4,2,0
4,39,4,2,2,-1,3,2,0
4,40,3,2,0,-1,3,1,0
4,41,3,1,1,-1,3,2,0
4,42,3,2,1,-1,3,3,0
4,43,3,3,1,-1,3,3,0
4,44,3,3,2,-1,3,3,0
4,45,3,3,3,-1,4,3,0
4,46,4,3,2,-1,3,3,0
4,47,3,3,0,-1,3,2,0
4,48,3,2,2,-1,3,2,0
4,49,3,2,3,-1,4,2,0
5,0,0,3,0,-1,0,2,0
5,1,0,2,1,-1,0,3,0
5,2,0,3,3,-1,1,3,0
5,3,1,3,1,-1,1,3,0
5,4,1,3,3,-1,1,3,0
5,5,1,3,0,-1,1,2,0
5,6,1,2,3,-1,1,2,0
5,7,1,2,0,-1,1,1,0
5,8,1,1,1,-1,1,2,0
5,9,1,2,1,-1,1,3,0
5,10,1,3,2,-1,0,3,0
5,11,0,3,1,-1,0,3,0
5,12,0,3,3,-1,1,3,0
5,13,1,3,1,-1,1,3,0
5,14,1,3,3,-1,1,3,0
5,15,1,3,0,-1,1,2,0
5,16,1,2,0,-1,1,1,0
5,17,1,1,3,-1,1,1,0
5,18,1,1,0,-1,1,0,0
5,19,1,0,0,-1,1,0,0
5,20,1,0,3,-1,2,0,0
5,21,2,0,3,-1,3,0,0
5,22,3,0,3,-1,4,0,0
5,23,4,0,0,-1,4,0,0
5,24,4,0,3,-1,4,0,0
5,25,4,0,1,-1,4,1,0
5,26,4,1,3,-1,4,1,0
5,27,4,1,1,-1,4,2,0
5,28,4,2,3,-1,4,2,0
5,29,4,2,1,-1,4,3,0
5,30,4,3,3,-1,5,3,0
5,31,5,3,0,-1,5,3,0
5,32,5,3,1,-1,5,3,0
5,33,5,3,2,-1,4,3,0
5,34,4,3,0,-1,4,2,0
5,35,4,2,3,-1,4,2,0
5,36,4,2,1,-1,4,3,0
5,37,4,3,3,-1,5,3,0
5,38,5,3,3,-1,6,3,0
5,39,6,3,0,-1,6,2,0
5,40,6,2,0,-1,6,1,0
5,41,6,1,0,-1,6,0,0
5,42,6,0,0,-1,6,0,0
5,43,6,0,1,-1,6,1,0
5,44,6,1,1,-1,6,2,0
5,45,6,2,1,-1,6,3,0
5,46,6,3,1,-1,6,3,0
5,47,6,3,2,-1,5,3,0
5,48,5,3,0,-1,5,3,0
5,49,5,3,1,-1,5,3,0
6,0,0,3,2,-1,0,3,0
6,1,0,3,0,-1,0,2,0
6,2,0,2,3,-1,1,2,0
6,3,1,2,2,-1,0,2,0
6,4,0,2,2,-1,0,2,0
6,5,0,2,0,-1,0,1,0
6,6,0,1,1,-1,0,2,0
6,7,0,2,1,-1,0,3,0
6,8,0,3,1,-1,0,3,0
6,9,0,3,2,-1,0,3,0
6,10,0,3,0,-1,0,2,0
6,11,0,2,0,-1,0,1,0
6,12,0,1,3,-1,1,1,0
6,13,1,1,2,-1,0,1,0
6,14,0,1,0,-1,0,0,0
6,15,0,0,3,-1,1,0,0
6,16,1,0,1,-1,1,1,0
6,17,1,1,0,-1,1,0,0
6,18,1,0,0,-1,1,0,0
6,19,1,0,2,-1,0,0,0
6,20,0,0,0,-1,0,0,0
6,21,0,0,2,-1,0,0,0
6,22,0,0,3,-1,1,0,0
6,23,1,0,3,-1,2,0,0
6,24,2,0,3,-1,3,0,0
6,25,3,0,1,-1,3,1,0
6,26,3,1,0,-1,3,0,0
6,27,3,0,2,-1,2,0,0
6,28,2,0,0,-1,2,0,0
6,29,2,0,1,-1,2,0,0
6,30,2,0,3,-1,3,0,0
6,31,3,0,0,-1,3,0,0
6,32,3,0,3,-1,4,0,0
6,33,4,0,1,-1,4,1,0
6,34,4,1,1,-1,4,2,0
6,35,4,2,0,-1,4,1,0
6,36,4,1,2,-1,3,1,0
6,37,3,1,2,-1,3,1,0
6,38,3,1,3,-1,4,1,0
6,39,4,1,3,-1,4,1,0
6,40,4,1,2,-1,3,1,0
6,41,3,1,1,-1,3,2,0
6,42,3,2,1,-1,3,3,0
6,43,3,3,1,-1,3,3,0
6,44,3,3,2,-1,3,3,0
6,45,3,3,3,-1,4,3,0
6,46,4,3,1,-1,4,3,0
6,47,4,3,1,-1,4,3,0
6,48,4,3,2,-1,3,3,0
6,49,3,3,0,-1,3,2,0
7,0,0,3,3,-1,1,3,0
7,1,1,3,2,-1,0,3,0
7,2,0,3,0,-1,0,2,0
7,3,0,2,0,-1,0,1,0
7,4,0,1,2,-1,0,1,0
7,5,0,1,0,-1,0,0,0
7,6,0,0,1,-1,0,1,0
7,7,0,1,3,-1,1,1,0
7,8,1,1,3,-1,1,1,0
7,9,1,1,1,-1,1,2,0
7,10,1,2,3,-1,1,2,0
7,11,1,2,2,-1,0,2,0
7,12,0,2,3,-1,1,2,0
7,13,1,2,0,-1,1,1,0
7,14,1,1,0,-1,1,0,0
7,15,1,0,3,-1,2,0,0
7,16,2,0,1,-1,2,0,0
7,17,2,0,2,-1,1,0,0
7,18,1,0,3,-1,2,0,0
7,19,2,0,3,-1,3,0,0
7,20,3,0,1,-1,3,1,0
7,21,3,1,1,-1,3,2,0
7,22,3,2,3,-1,4,2,0
7,23,4,2,2,-1,3,2,0
7,24,3,2,2,-1,3,2,0
7,25,3,2,0,-1,3,1,0
7,26,3,1,2,-1,3,1,0
7,27,3,1,2,-1,3,1,0
7,28,3,1,3,-1,4,1,0
7,29,4,1,0,-1,4,0,0
7,30,4,0,2,-1,3,0,0
7,31,3,0,3,-1,4,0,0
7,32,4,0,0,-1,4,0,0
7,33,4,0,3,-1,4,0,0
7,34,4,0,1,-1,4,1,0
7,35,4,1,1,-1,4,2,0
7,36,4,2,3,-1,4,2,0
7,37,4,2,1,-1,4,3,0
7,38,4,3,3,-1,5,3,0
7,39,5,3,3,-1,6,3,0
7,40,6,3,1,-1,6,3,0
7,41,6,3,2,-1,5,3,0
7,42,5,3,2,-1,4,3,0
7,43,4,3,0,-1,4,2,0
7,44,4,2,0,-1,4,1,0
7,45,4,1,3,-1,4,1,0
7,46,4,1,1,-1,4,2,0
7,47,4,2,2,-1,3,2,0
7,48,3,2,1,-1,3,3,0
7,49,3,3,1,-1,3,3,0
8,0,0,3,1,-1,0,3,0
8,1,0,3,1,-1,0,3,0
8,2,0,3,2,-1,0,3,0
8,3,0,3,3,-1,1,3,0
8,4,1,3,1,-1,1,3,0
8,5,1,3,3,-1,1,3,0
8,6,1,3,0,-1,1,2,0
8,7,1,2,1,-1,1,3,0
8,8,1,3,0,-1,1,2,0
8,9,1,2,3,-1,1,2,0
8,10,1,2,0,-1,1,1,0
8,11,1,1,2,-1,0,1,0
8,12,0,1,2,-1,0,1,0
8,13,0,1,0,-1,0,0,0
8,14,0,0,0,-1,0,0,0
8,15,0,0,2,-1,0,0,0
8,16,0,0,3,-1,1,0,0
8,17,1,0,2,-1,0,0,0
8,18,0,0,0,-1,0,0,0
8,19,0,0,2,-1,0,0,0
8,20,0,0,3,-1,1,0,0
8,21,1,0,0,-1,1,0,0
8,22,1,0,1,-1,1,1,0
8,23,1,1,0,-1,1,0,0
8,24,1,0,1,-1,1,1,0
8,25,1,1,3,-1,1,1,0
8,26,1,1,0,-1,1,0,0
8,27,1,0,3,-1,2,0,0
8,28,2,0,3,-1,3,0,0
8,29,3,0,0,-1,3,0,0
8,30,3,0,1,-1,3,1,0
8,31,3,1,1,-1,3,2,0
8,32,3,2,3,-1,4,2,0
8,33,4,2,1,-1,4,3,0
8,34,4,3,3,-1,5,3,0
8,35,5,3,3,-1,6,3,0
8,36,6,3,3,0,7,3,1
9,0,0,3,0,-1,0,2,0
9,1,0,2,2,-1,0,2,0
9,2,0,2,0,-1,0,1,0
9,3,0,1,1,-1,0,2,0
9,4,0,2,3,-1,1,2,0
9,5,1,2,2,-1,0,2,0
9,6,0,2,1,-1,0,3,0
9,7,0,3,3,-1,1,3,0
9,8,1,3,1,-1,1,3,0
9,9,1,3,3,-1,1,3,0
9,10,1,3,2,-1,0,3,0
9,11,0,3,0,-1,0,2,0
9,12,0,2,2,-1,0,2,0
9,13,0,2,0,-1,0,1,0
9,14,0,1,3,-1,1,1,0
9,15,1,1,1,-1,1,2,0
9,16,1,2,0,-1,1,1,0
9,17,1,1,2,-1,0,1,0
9,18,0,1,0,-1,0,0,0
9,19,0,0,1,-1,0,1,0
9,20,0,1,2,-1,0,1,0
9,21,0,1,3,-1,1,1,0
9,22,1,1,0,-1,1,0,0
9,23,1,0,3,-1,2,0,0
9,24,2,0,0,-1,2,0,0
9,25,2,0,3,-1,3,0,0
9,26,3,0,2,-1,2,0,0
9,27,2,0,1,-1,2,0,0
9,28,2,0,3,-1,3,0,0
9,29,3,0,3,-1,4,0,0
9,30,4,0,1,-1,4,1,0
9,31,4,1,0,-1,4,0,0
9,32,4,0,0,-1,4,0,0
9,33,4,0,3,-1,4,0,0
9,34,4,0,2,-1,3,0,0
9,35,3,0,1,-1,3,1,0
9,36,3,1,0,-1,3,0,0
9,37,3,0,0,-1,3,0,0
9,38,3,0,1,-1,3,1,0
9,39,3,1,1,-1,3,2,0
9,40,3,2,2,-1,3,2,0
9,41,3,2,1,-1,3,3,0
9,42,3,3,2,-1,3,3,0
9,43,3,3,3,-1,4,3,0
9,44,4,3,2,-1,3,3,0
9,45,3,3,0,-1,3,2,0
9,46,3,2,1,-1,3,3,0
9,47,3,3,1,-1,3,3,0
9,48,3,3,2,-1,3,3,0
9,49,3,3,3,-1,4,3,0
10,0,0,3,2,-1,0,3,0
10,1,0,3,3,-1,1,3,0
10,2,1,3,0,-1,1,2,0
10,3,1,2,3,-1,1,2,0
10,4,1,2,1,-1,1,3,0
10,5,1,3,0,-1,1,2,0
10,6,1,2,0,-1,1,1,0
10,7,1,1,3,-1,1,1,0
10,8,1,1,0,-1,1,0,0
10,9,1,0,3,-1,2,0,0
10,10,2,0,2,-1,1,0,0
10,11,1,0,3,-1,2,0,0
10,12,2,0,0,-1,2,0,0
10,13,2,0,3,-1,3,0,0
10,14,3,0,3,-1,4,0,0
10,15,4,0,1,-1,4,1,0
10,16,4,1,2,-1,3,1,0
10,17,3,1,1,-1,3,2,0
10,18,3,2,0,-1,3,1,0
10,19,3,1,3,-1,4,1,0
10,20,4,1,3,-1,4,1,0
10,21,4,1,1,-1,4,2,0
10,22,4,2,3,-1,4,2,0
10,23,4,2,2,-1,3,2,0
10,24,3,2,3,-1,4,2,0
10,25,4,2,1,-1,4,3,0
10,26,4,3,1,-1,4,3,0
10,27,4,3,3,-1,5,3,0
10,28,5,3,3,-1,6,3,0
10,29,6,3,3,0,7,3,1
11,0,0,3,0,-1,0,2,0
11,1,0,2,3,-1,1,2,0
11,2,1,2,2,-1,0,2,0
11,3,0,2,0,-1,0,1,0
11,4,0,1,0,-1,0,0,0
11,5,0,0,3,-1,1,0,0
11,6,1,0,0,-1,1,0,0
11,7,1,0,2,-1,0,0,0
11,8,0,0,0,-1,0,0,0
11,9,0,0,2,-1,0,0,0
11,10,0,0,3,-1,1,0,0
11,11,1,0,3,-1,2,0,0
11,12,2,0,1,-1,2,0,0
11,13,2,0,3,-1,3,0,0
11,14,3,0,1,-1,3,1,0
11,15,3,1,2,-1,3,1,0
11,16,3,1,3,-1,4,1,0
11,17,4,1,1,-1,4,2,0
11,18,4,2,0,-1,4,1,0
11,19,4,1,2,-1,3,1,0
11,20,3,1,1,-1,3,2,0
11,21,3,2,2,-1,3,2,0
11,22,3,2,1,-1,3,3,0
11,23,3,3,1,-1,3,3,0
11,24,3,3,2,-1,3,3,0
11,25,3,3,3,-1,4,3,0
11,26,4,3,3,-1,5,3,0
11,27,5,3,3,-1,6,3,0
11,28,6,3,2,-1,5,3,0
11,29,5,3,3,-1,6,3,0
11,30,6,3,3,0,7,3,1
12,0,0,3,1,-1,0,3,0
12,1,0,3,3,-1,1,3,0
12,2,1,3,1,-1,1,3,0
12,3,1,3,3,-1,1,3,0
12,4,1,3,2,-1,0,3,0
12,5,0,3,2,-1,0,3,0
12,6,0,3,0,-1,0,2,0
12,7,0,2,2,-1,0,2,0
12,8,0,2,1,-1,0,3,0
12,9,0,3,1,-1,0,3,0
12,10,0,3,3,-1,1,3,0
12,11,1,3,1,-1,1,3,0
12,12,1,3,3,-1,1,3,0
12,13,1,3,0,-1,1,2,0
12,14,1,2,3,-1,1,2,0
12,15,1,2,0,-1,1,1,0
12,16,1,1,0,-1,1,0,0
12,17,1,0,0,-1,1,0,0
12,18,1,0,3,-1,2,0,0
12,19,2,0,0,-1,2,0,0
12,20,2,0,3,-1,3,0,0
12,21,3,0,1,-1,3,1,0
12,22,3,1,0,-1,3,0,0
12,23,3,0,3,-1,4,0,0
12,24,4,0,0,-1,4,0,0
12,25,4,0,3,-1,4,0,0
12,26,4,0,1,-1,4,1,0
12,27,4,1,0,-1,4,0,0
12,28,4,0,0,-1,4,0,0
12,29,4,0,2,-1,3,0,0
12,30,3,0,2,-1,2,0,0
12,31,2,0,2,-1,1,0,0
12,32,1,0,1,-1,1,1,0
12,33,1,1,1,-1,1,2,0
12,34,1,2,2,-1,0,2,0
12,35,0,2,3,-1,1,2,0
12,36,1,2,1,-1,1,3,0
12,37,1,3,0,-1,1,2,0
12,38,1,2,0,-1,1,1,0
12,39,1,1,2,-1,0,1,0
12,40,0,1,1,-1,0,2,0
12,41,0,2,0,-1,0,1,0
12,42,0,1,0,-1,0,0,0
12,43,0,0,1,-1,0,1,0
12,44,0,1,2,-1,0,1,0
12,45,0,1,3,-1,1,1,0
12,46,1,1,3,-1,1,1,0
12,47,1,1,0,-1,1,0,0
12,48,1,0,3,-1,2,0,0
12,49,2,0,3,-1,3,0,0
13,0,0,3,0,-1,0,2,0
13,1,0,2,0,-1,0,1,0
13,2,0,1,0,-1,0,0,0
13,3,0,0,0,-1,0,0,0
13,4,0,0,3,-1,1,0,0
13,5,1,0,2,-1,0,0,0
13,6,0,0,2,-1,0,0,0
13,7,0,0,1,-1,0,1,0
13,8,0,1,1,-1,0,2,0
13,9,0,2,2,-1,0,2,0
13,10,0,2,3,-1,1,2,0
13,11,1,2,3,-1,1,2,0
13,12,1,2,0,-1,1,1,0
13,13,1,1,2,-1,0,1,0
13,14,0,1,2,-1,0,1,0
13,15,0,1,3,-1,1,1,0
13,16,1,1,0,-1,1,0,0
13,17,1,0,0,-1,1,0,0
13,18,1,0,3,-1,2,0,0
13,19,2,0,1,-1,2,0,0
13,20,2,0,3,-1,3,0,0
13,21,3,0,2,-1,2,0,0
13,22,2,0,3,-1,3,0,0
13,23,3,0,0,-1,3,0,0
13,24,3,0,3,-1,4,0,0
13,25,4,0,1,-1,4,1,0
13,26,4,1,3,-1,4,1,0
13,27,4,1,3,-1,4,1,0
13,28,4,1,1,-1,4,2,0
13,29,4,2,3,-1,4,2,0
13,30,4,2,1,-1,4,3,0
13,31,4,3,0,-1,4,2,0
13,32,4,2,0,-1,4,1,0
