episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
13,33,4,1,1,-1,4,2,0
13,34,4,2,2,-1,3,2,0
13,35,3,2,0,-1,3,1,0
13,36,3,1,1,-1,3,2,0
13,37,3,2,3,-1,4,2,0
13,38,4,2,1,-1,4,3,0
13,39,4,3,3,-1,5,3,0
13,40,5,3,3,-1,6,3,0
13,41,6,3,3,0,7,3,1
14,0,0,3,2,-1,0,3,0
14,1,0,3,3,-1,1,3,0
14,2,1,3,2,-1,0,3,0
14,3,0,3,2,-1,0,3,0
14,4,0,3,0,-1,0,2,0
14,5,0,2,1,-1,0,3,0
14,6,0,3,1,-1,0,3,0
14,7,0,3,1,-1,0,3,0
14,8,0,3,3,-1,1,3,0
14,9,1,3,1,-1,1,3,0
14,10,1,3,3,-1,1,3,0
14,11,1,3,0,-1,1,2,0
14,12,1,2,2,-1,0,2,0
14,13,0,2,2,-1,0,2,0
14,14,0,2,0,-1,0,1,0
14,15,0,1,0,-1,0,0,0
14,16,0,0,3,-1,1,0,0
14,17,1,0,3,-1,2,0,0
14,18,2,0,3,-1,3,0,0
14,19,3,0,1,-1,3,1,0
14,20,3,1,2,-1,3,1,0
14,21,3,1,3,-1,4,1,0
14,22,4,1,3,-1,4,1,0
14,23,4,1,2,-1,3,1,0
14,24,3,1,1,-1,3,2,0
14,25,3,2,2,-1,3,2,0
14,26,3,2,1,-1,3,3,0
14,27,3,3,0,-1,3,2,0
14,28,3,2,1,-1,3,3,0
14,29,3,3,3,-1,4,3,0
14,30,4,3,2,-1,3,3,0
14,31,3,3,1,-1,3,3,0
14,32,3,3,2,-1,3,3,0
14,33,3,3,3,-1,4,3,0
14,34,4,3,1,-1,4,3,0
14,35,4,3,1,-1,4,3,0
14,36,4,3,3,-1,5,3,0
14,37,5,3,3,-1,6,3,0
14,38,6,3,3,0,7,3,1
15,0,0,3,0,-1,0,2,0
15,1,0,2,3,-1,1,2,0
15,2,1,2,0,-1,1,1,0
15,3,1,1,3,-1,1,1,0
15,4,1,1,1,-1,1,2,0
15,5,1,2,3,-1,1,2,0
15,6,1,2,1,-1,1,3,0
15,7,1,3,0,-1,1,2,0
15,8,1,2,0,-1,1,1,0
15,9,1,1,0,-1,1,0,0
15,10,1,0,1,-1,1,1,0
15,11,1,1,2,-1,0,1,0
15,12,0,1,3,-1,1,1,0
15,13,1,1,0,-1,1,0,0
15,14,1,0,3,-1,2,0,0
15,15,2,0,0,-1,2,0,0
15,16,2,0,1,-1,2,0,0
15,17,2,0,3,-1,3,0,0
15,18,3,0,2,-1,2,0,0
15,19,2,0,3,-1,3,0,0
15,20,3,0,1,-1,3,1,0
15,21,3,1,2,-1,3,1,0
15,22,3,1,1,-1,3,2,0
15,23,3,2,3,-1,4,2,0
15,24,4,2,3,-1,4,2,0
15,25,4,2,1,-1,4,3,0
15,26,4,3,3,-1,5,3,0
15,27,5,3,3,-1,6,3,0
15,28,6,3,3,0,7,3,1
16,0,0,3,3,-1,1,3,0
16,1,1,3,1,-1,1,3,0
16,2,1,3,2,-1,0,3,0
16,3,0,3,2,-1,0,3,0
16,4,0,3,0,-1,0,2,0
16,5,0,2,1,-1,0,3,0
16,6,0,3,0,-1,0,2,0
16,7,0,2,0,-1,0,1,0
16,8,0,1,1,-1,0,2,0
16,9,0,2,2,-1,0,2,0
16,10,0,2,3,-1,1,2,0
16,11,1,2,2,-1,0,2,0
16,12,0,2,0,-1,0,1,0
16,13,0,1,2,-1,0,1,0
16,14,0,1,0,-1,0,0,0
16,15,0,0,0,-1,0,0,0
16,16,0,0,2,-1,0,0,0
16,17,0,0,3,-1,1,0,0
16,18,1,0,3,-1,2,0,0
16,19,2,0,3,-1,3,0,0
16,20,3,0,0,-1,3,0,0
16,21,3,0,3,-1,4,0,0
16,22,4,0,3,-1,4,0,0
16,23,4,0,1,-1,4,1,0
16,24,4,1,1,-1,4,2,0
16,25,4,2,1,-1,4,3,0
16,26,4,3,3,-1,5,3,0
16,27,5,3,0,-1,5,3,0
16,28,5,3,1,-1,5,3,0
16,29,5,3,3,-1,6,3,0
16,30,6,3,3,0,7,3,1
17,0,0,3,1,-1,0,3,0
17,1,0,3,3,-1,1,3,0
17,2,1,3,3,-1,1,3,0
17,3,1,3,0,-1,1,2,0
17,4,1,2,0,-1,1,1,0
17,5,1,1,3,-1,1,1,0
17,6,1,1,0,-1,1,0,0
17,7,1,0,2,-1,0,0,0
17,8,0,0,3,-1,1,0,0
17,9,1,0,0,-1,1,0,0
17,10,1,0,3,-1,2,0,0
17,11,2,0,2,-1,1,0,0
17,12,1,0,0,-1,1,0,0
17,13,1,0,3,-1,2,0,0
17,14,2,0,3,-1,3,0,0
17,15,3,0,3,-1,4,0,0
17,16,4,0,2,-1,3,0,0
17,17,3,0,1,-1,3,1,0
17,18,3,1,0,-1,3,0,0
17,19,3,0,0,-1,3,0,0
17,20,3,0,1,-1,3,1,0
17,21,3,1,3,-1,4,1,0
17,22,4,1,1,-1,4,2,0
17,23,4,2,2,-1,3,2,0
17,24,3,2,2,-1,3,2,0
17,25,3,2,0,-1,3,1,0
17,26,3,1,1,-1,3,2,0
17,27,3,2,1,-1,3,3,0
17,28,3,3,3,-1,4,3,0
17,29,4,3,3,-1,5,3,0
17,30,5,3,3,-1,6,3,0
17,31,6,3,2,-1,5,3,0
17,32,5,3,3,-1,6,3,0
17,33,6,3,3,0,7,3,1
18,0,0,3,0,-1,0,2,0
18,1,0,2,0,-1,0,1,0
18,2,0,1,0,-1,0,0,0
18,3,0,0,0,-1,0,0,0
18,4,0,0,1,-1,0,1,0
18,5,0,1,3,-1,1,1,0
18,6,1,1,1,-1,1,2,0
18,7,1,2,3,-1,1,2,0
18,8,1,2,0,-1,1,1,0
18,9,1,1,0,-1,1,0,0
18,10,1,0,3,-1,2,0,0
18,11,2,0,0,-1,2,0,0
18,12,2,0,2,-1,1,0,0
18,13,1,0,3,-1,2,0,0
18,14,2,0,3,-1,3,0,0
18,15,3,0,3,-1,4,0,0
18,16,4,0,0,-1,4,0,0
18,17,4,0,3,-1,4,0,0
18,18,4,0,1,-1,4,1,0
18,19,4,1,0,-1,4,0,0
18,20,4,0,2,-1,3,0,0
18,21,3,0,3,-1,4,0,0
18,22,4,0,1,-1,4,1,0
18,23,4,1,2,-1,3,1,0
18,24,3,1,3,-1,4,1,0
18,25,4,1,3,-1,4,1,0
18,26,4,1,1,-1,4,2,0
18,27,4,2,0,-1,4,1,0
18,28,4,1,1,-1,4,2,0
18,29,4,2,1,-1,4,3,0
18,30,4,3,1,-1,4,3,0
18,31,4,3,3,-1,5,3,0
18,32,5,3,3,-1,6,3,0
18,33,6,3,3,0,7,3,1
19,0,0,3,0,-1,0,2,0
19,1,0,2,3,-1,1,2,0
19,2,1,2,1,-1,1,3,0
19,3,1,3,1,-1,1,3,0
19,4,1,3,3,-1,1,3,0
19,5,1,3,2,-1,0,3,0
19,6,0,3,3,-1,1,3,0
19,7,1,3,0,-1,1,2,0
19,8,1,2,3,-1,1,2,0
19,9,1,2,0,-1,1,1,0
19,10,1,1,2,-1,0,1,0
19,11,0,1,0,-1,0,0,0
19,12,0,0,2,-1,0,0,0
19,13,0,0,3,-1,1,0,0
19,14,1,0,1,-1,1,1,0
19,15,1,1,3,-1,1,1,0
19,16,1,1,0,-1,1,0,0
19,17,1,0,3,-1,2,0,0
19,18,2,0,1,-1,2,0,0
19,19,2,0,2,-1,1,0,0
19,20,1,0,3,-1,2,0,0
19,21,2,0,3,-1,3,0,0
19,22,3,0,1,-1,3,1,0
19,23,3,1,2,-1,3,1,0
19,24,3,1,1,-1,3,2,0
19,25,3,2,3,-1,4,2,0
19,26,4,2,1,-1,4,3,0
19,27,4,3,3,-1,5,3,0
19,28,5,3,3,-1,6,3,0
19,29,6,3,3,0,7,3,1
20,0,0,3,2,-1,0,3,0
20,1,0,3,0,-1,0,2,0
20,2,0,2,2,-1,0,2,0
20,3,0,2,0,-1,0,1,0
20,4,0,1,2,-1,0,1,0
20,5,0,1,1,-1,0,2,0
20,6,0,2,0,-1,0,1,0
20,7,0,1,0,-1,0,0,0
20,8,0,0,0,-1,0,0,0
20,9,0,0,2,-1,0,0,0
20,10,0,0,3,-1,1,0,0
20,11,1,0,2,-1,0,0,0
20,12,0,0,1,-1,0,1,0
20,13,0,1,3,-1,1,1,0
20,14,1,1,0,-1,1,0,0
20,15,1,0,3,-1,2,0,0
20,16,2,0,0,-1,2,0,0
20,17,2,0,3,-1,3,0,0
20,18,3,0,1,-1,3,1,0
20,19,3,1,1,-1,3,2,0
20,20,3,2,1,-1,3,3,0
20,21,3,3,3,-1,4,3,0
20,22,4,3,3,-1,5,3,0
20,23,5,3,3,-1,6,3,0
20,24,6,3,3,0,7,3,1
21,0,0,3,1,-1,0,3,0
21,1,0,3,3,-1,1,3,0
21,2,1,3,1,-1,1,3,0
21,3,1,3,3,-1,1,3,0
21,4,1,3,0,-1,1,2,0
21,5,1,2,2,-1,0,2,0
21,6,0,2,1,-1,0,3,0
21,7,0,3,2,-1,0,3,0
21,8,0,3,0,-1,0,2,0
21,9,0,2,3,-1,1,2,0
21,10,1,2,0,-1,1,1,0
21,11,1,1,1,-1,1,2,0
21,12,1,2,1,-1,1,3,0
21,13,1,3,2,-1,0,3,0
21,14,0,3,1,-1,0,3,0
21,15,0,3,3,-1,1,3,0
21,16,1,3,0,-1,1,2,0
21,17,1,2,3,-1,1,2,0
21,18,1,2,0,-1,1,1,0
21,19,1,1,2,-1,0,1,0
21,20,0,1,2,-1,0,1,0
21,21,0,1,0,-1,0,0,0
21,22,0,0,3,-1,1,0,0
21,23,1,0,3,-1,2,0,0
21,24,2,0,1,-1,2,0,0
21,25,2,0,3,-1,3,0,0
21,26,3,0,0,-1,3,0,0
21,27,3,0,3,-1,4,0,0
21,28,4,0,0,-1,4,0,0
21,29,4,0,3,-1,4,0,0
21,30,4,0,1,-1,4,1,0
21,31,4,1,0,-1,4,0,0
21,32,4,0,0,-1,4,0,0
21,33,4,0,1,-1,4,1,0
21,34,4,1,1,-1,4,2,0
21,35,4,2,1,-1,4,3,0
21,36,4,3,3,-1,5,3,0
21,37,5,3,3,-1,6,3,0
21,38,6,3,3,0,7,3,1
22,0,0,3,0,-1,0,2,0
22,1,0,2,2,-1,0,2,0
22,2,0,2,3,-1,1,2,0
22,3,1,2,2,-1,0,2,0
22,4,0,2,0,-1,0,1,0
22,5,0,1,3,-1,1,1,0
22,6,1,1,3,-1,1,1,0
22,7,1,1,0,-1,1,0,0
22,8,1,0,0,-1,1,0,0
22,9,1,0,2,-1,0,0,0
22,10,0,0,0,-1,0,0,0
22,11,0,0,2,-1,0,0,0
22,12,0,0,3,-1,1,0,0
22,13,1,0,3,-1,2,0,0
22,14,2,0,3,-1,3,0,0
22,15,3,0,0,-1,3,0,0
22,16,3,0,3,-1,4,0,0
22,17,4,0,3,-1,4,0,0
22,18,4,0,1,-1,4,1,0
22,19,4,1,1,-1,4,2,0
22,20,4,2,1,-1,4,3,0
22,21,4,3,3,-1,5,3,0
22,22,5,3,3,-1,6,3,0
22,23,6,3,3,0,7,3,1
23,0,0,3,2,-1,0,3,0
23,1,0,3,0,-1,0,2,0
23,2,0,2,0,-1,0,1,0
23,3,0,1,2,-1,0,1,0
23,4,0,1,1,-1,0,2,0
23,5,0,2,2,-1,0,2,0
23,6,0,2,1,-1,0,3,0
23,7,0,3,3,-1,1,3,0
23,8,1,3,1,-1,1,3,0
23,9,1,3,2,-1,0,3,0
23,10,0,3,1,-1,0,3,0
23,11,0,3,0,-1,0,2,0
23,12,0,2,0,-1,0,1,0
23,13,0,1,0,-1,0,0,0
23,14,0,0,1,-1,0,1,0
23,15,0,1,3,-1,1,1,0
23,16,1,1,0,-1,1,0,0
23,17,1,0,3,-1,2,0,0
23,18,2,0,0,-1,2,0,0
23,19,2,0,3,-1,3,0,0
23,20,3,0,1,-1,3,1,0
23,21,3,1,0,-1,3,0,0
23,22,3,0,2,-1,2,0,0
23,23,2,0,3,-1,3,0,0
23,24,3,0,1,-1,3,1,0
23,25,3,1,3,-1,4,1,0
23,26,4,1,1,-1,4,2,0
23,27,4,2,1,-1,4,3,0
23,28,4,3,3,-1,5,3,0
23,29,5,3,3,-1,6,3,0
23,30,6,3,3,0,7,3,1
24,0,0,3,1,-1,0,3,0
24,1,0,3,3,-1,1,3,0
24,2,1,3,0,-1,1,2,0
24,3,1,2,0,-1,1,1,0
24,4,1,1,1,-1,1,2,0
24,5,1,2,3,-1,1,2,0
24,6,1,2,1,-1,1,3,0
24,7,1,3,3,-1,1,3,0
24,8,1,3,0,-1,1,2,0
24,9,1,2,0,-1,1,1,0
24,10,1,1,0,-1,1,0,0
24,11,1,0,1,-1,1,1,0
24,12,1,1,3,-1,1,1,0
24,13,1,1,2,-1,0,1,0
24,14,0,1,0,-1,0,0,0
24,15,0,0,3,-1,1,0,0
24,16,1,0,3,-1,2,0,0
24,17,2,0,1,-1,2,0,0
24,18,2,0,3,-1,3,0,0
24,19,3,0,1,-1,3,1,0
24,20,3,1,1,-1,3,2,0
24,21,3,2,2,-1,3,2,0
24,22,3,2,3,-1,4,2,0
24,23,4,2,3,-1,4,2,0
24,24,4,2,1,-1,4,3,0
24,25,4,3,3,-1,5,3,0
24,26,5,3,3,-1,6,3,0
24,27,6,3,3,0,7,3,1
25,0,0,3,2,-1,0,3,0
25,1,0,3,1,-1,0,3,0
25,2,0,3,3,-1,1,3,0
25,3,1,3,1,-1,1,3,0
25,4,1,3,3,-1,1,3,0
25,5,1,3,0,-1,1,2,0
25,6,1,2,2,-1,0,2,0
25,7,0,2,3,-1,1,2,0
25,8,1,2,0,-1,1,1,0
25,9,1,1,0,-1,1,0,0
25,10,1,0,0,-1,1,0,0
25,11,1,0,3,-1,2,0,0
25,12,2,0,1,-1,2,0,0
25,13,2,0,3,-1,3,0,0
25,14,3,0,3,-1,4,0,0
25,15,4,0,2,-1,3,0,0
25,16,3,0,1,-1,3,1,0
25,17,3,1,2,-1,3,1,0
25,18,3,1,1,-1,3,2,0
25,19,3,2,3,-1,4,2,0
25,20,4,2,1,-1,4,3,0
25,21,4,3,3,-1,5,3,0
25,22,5,3,3,-1,6,3,0
25,23,6,3,3,0,7,3,1
26,0,0,3,0,-1,0,2,0
26,1,0,2,0,-1,0,1,0
26,2,0,1,3,-1,1,1,0
26,3,1,1,3,-1,1,1,0
26,4,1,1,0,-1,1,0,0
26,5,1,0,3,-1,2,0,0
26,6,2,0,0,-1,2,0,0
26,7,2,0,3,-1,3,0,0
26,8,3,0,1,-1,3,1,0
26,9,3,1,1,-1,3,2,0
26,10,3,2,1,-1,3,3,0
26,11,3,3,3,-1,4,3,0
26,12,4,3,3,-1,5,3,0
26,13,5,3,3,-1,6,3,0
26,14,6,3,3,0,7,3,1
27,0,0,3,0,-1,0,2,0
27,1,0,2,0,-1,0,1,0
27,2,0,1,2,-1,0,1,0
27,3,0,1,0,-1,0,0,0
27,4,0,0,0,-1,0,0,0
27,5,0,0,2,-1,0,0,0
27,6,0,0,3,-1,1,0,0
27,7,1,0,3,-1,2,0,0
27,8,2,0,3,-1,3,0,0
27,9,3,0,1,-1,3,1,0
27,10,3,1,3,-1,4,1,0
27,11,4,1,1,-1,4,2,0
27,12,4,2,1,-1,4,3,0
27,13,4,3,3,-1,5,3,0
27,14,5,3,3,-1,6,3,0
27,15,6,3,1,-1,6,3,0
27,16,6,3,3,0,7,3,1
28,0,0,3,3,-1,1,3,0
28,1,1,3,0,-1,1,2,0
28,2,1,2,0,-1,1,1,0
28,3,1,1,0,-1,1,0,0
28,4,1,0,0,-1,1,0,0
28,5,1,0,2,-1,0,0,0
28,6,0,0,0,-1,0,0,0
28,7,0,0,1,-1,0,1,0
28,8,0,1,1,-1,0,2,0
28,9,0,2,2,-1,0,2,0
28,10,0,2,3,-1,1,2,0
28,11,1,2,3,-1,1,2,0
28,12,1,2,1,-1,1,3,0
28,13,1,3,1,-1,1,3,0
28,14,1,3,3,-1,1,3,0
28,15,1,3,2,-1,0,3,0
28,16,0,3,2,-1,0,3,0
28,17,0,3,1,-1,0,3,0
28,18,0,3,0,-1,0,2,0
28,19,0,2,1,-1,0,3,0
28,20,0,3,0,-1,0,2,0
28,21,0,2,0,-1,0,1,0
28,22,0,1,0,-1,0,0,0
28,23,0,0,3,-1,1,0,0
28,24,1,0,3,-1,2,0,0
28,25,2,0,3,-1,3,0,0
28,26,3,0,0,-1,3,0,0
28,27,3,0,3,-1,4,0,0
28,28,4,0,1,-1,4,1,0
28,29,4,1,1,-1,4,2,0
28,30,4,2,1,-1,4,3,0
28,31,4,3,3,-1,5,3,0
28,32,5,3,3,-1,6,3,0
28,33,6,3,3,0,7,3,1
29,0,0,3,3,-1,1,3,0
29,1,1,3,0,-1,1,2,0
29,2,1,2,2,-1,0,2,0
29,3,0,2,2,-1,0,2,0
29,4,0,2,2,-1,0,2,0
29,5,0,2,0,-1,0,1,0
29,6,0,1,3,-1,1,1,0
29,7,1,1,0,-1,1,0,0
29,8,1,0,3,-1,2,0,0
29,9,2,0,2,-1,1,0,0
29,10,1,0,1,-1,1,1,0
29,11,1,1,2,-1,0,1,0
29,12,0,1,2,-1,0,1,0
29,13,0,1,3,-1,1,1,0
29,14,1,1,3,-1,1,1,0
29,15,1,1,1,-1,1,2,0
29,16,1,2,0,-1,1,1,0
29,17,1,1,0,-1,1,0,0
29,18,1,0,3,-1,2,0,0
29,19,2,0,2,-1,1,0,0
29,20,1,0,3,-1,2,0,0
29,21,2,0,3,-1,3,0,0
29,22,3,0,1,-1,3,1,0
29,23,3,1,1,-1,3,2,0
29,24,3,2,1,-1,3,3,0
29,25,3,3,0,-1,3,2,0
29,26,3,2,1,-1,3,3,0
29,27,3,3,3,-1,4,3,0
29,28,4,3,3,-1,5,3,0
29,29,5,3,3,-1,6,3,0
29,30,6,3,3,0,7,3,1
30,0,0,3,0,-1,0,2,0
30,1,0,2,3,-1,1,2,0
30,2,1,2,3,-1,1,2,0
30,3,1,2,0,-1,1,1,0
30,4,1,1,0,-1,1,0,0
30,5,1,0,3,-1,2,0,0
30,6,2,0,3,-1,3,0,0
30,7,3,0,1,-1,3,1,0
30,8,3,1,1,-1,3,2,0
30,9,3,2,0,-1,3,1,0
30,10,3,1,1,-1,3,2,0
30,11,3,2,3,-1,4,2,0
30,12,4,2,1,-1,4,3,0
30,13,4,3,3,-1,5,3,0
30,14,5,3,3,-1,6,3,0
30,15,6,3,3,0,7,3,1
31,0,0,3,2,-1,0,3,0
31,1,0,3,3,-1,1,3,0
31,2,1,3,0,-1,1,2,0
31,3,1,2,1,-1,1,3,0
31,4,1,3,1,-1,1,3,0
31,5,1,3,3,-1,1,3,0
31,6,1,3,2,-1,0,3,0
31,7,0,3,0,-1,0,2,0
31,8,0,2,0,-1,0,1,0
31,9,0,1,0,-1,0,0,0
31,10,0,0,2,-1,0,0,0
31,11,0,0,3,-1,1,0,0
31,12,1,0,3,-1,2,0,0
31,13,2,0,3,-1,3,0,0
31,14,3,0,3,-1,4,0,0
31,15,4,0,0,-1,4,0,0
31,16,4,0,1,-1,4,1,0
31,17,4,1,1,-1,4,2,0
31,18,4,2,1,-1,4,3,0
31,19,4,3,3,-1,5,3,0
31,20,5,3,3,-1,6,3,0
31,21,6,3,3,0,7,3,1
32,0,0,3,1,-1,0,3,0
32,1,0,3,0,-1,0,2,0
32,2,0,2,0,-1,0,1,0
32,3,0,1,0,-1,0,0,0
32,4,0,0,0,-1,0,0,0
32,5,0,0,2,-1,0,0,0
32,6,0,0,3,-1,1,0,0
32,7,1,0,0,-1,1,0,0
32,8,1,0,3,-1,2,0,0
32,9,2,0,2,-1,1,0,0
32,10,1,0,3,-1,2,0,0
32,11,2,0,0,-1,2,0,0
32,12,2,0,0,-1,2,0,0
32,13,2,0,3,-1,3,0,0
32,14,3,0,1,-1,3,1,0
32,15,3,1,2,-1,3,1,0
32,16,3,1,3,-1,4,1,0
32,17,4,1,1,-1,4,2,0
32,18,4,2,1,-1,4,3,0
32,19,4,3,3,-1,5,3,0
32,20,5,3,3,-1,6,3,0
32,21,6,3,3,0,7,3,1
33,0,0,3,3,-1,1,3,0
33,1,1,3,0,-1,1,2,0
33,2,1,2,0,-1,1,1,0
33,3,1,1,0,-1,1,0,0
33,4,1,0,1,-1,1,1,0
33,5,1,1,0,-1,1,0,0
33,6,1,0,3,-1,2,0,0
33,7,2,0,3,-1,3,0,0
33,8,3,0,2,-1,2,0,0
33,9,2,0,1,-1,2,0,0
33,10,2,0,3,-1,3,0,0
33,11,3,0,1,-1,3,1,0
33,12,3,1,1,-1,3,2,0
33,13,3,2,1,-1,3,3,0
33,14,3,3,3,-1,4,3,0
33,15,4,3,3,-1,5,3,0
33,16,5,3,3,-1,6,3,0
33,17,6,3,3,0,7,3,1
34,0,0,3,0,-1,0,2,0
34,1,0,2,3,-1,1,2,0
34,2,1,2,2,-1,0,2,0
34,3,0,2,0,-1,0,1,0
34,4,0,1,1,-1,0,2,0
34,5,0,2,1,-1,0,3,0
34,6,0,3,2,-1,0,3,0
34,7,0,3,0,-1,0,2,0
34,8,0,2,0,-1,0,1,0
34,9,0,1,2,-1,0,1,0
34,10,0,1,3,-1,1,1,0
34,11,1,1,1,-1,1,2,0
34,12,1,2,0,-1,1,1,0
34,13,1,1,2,-1,0,1,0
34,14,0,1,0,-1,0,0,0
34,15,0,0,1,-1,0,1,0
34,16,0,1,2,-1,0,1,0
34,17,0,1,0,-1,0,0,0
34,18,0,0,3,-1,1,0,0
34,19,1,0,3,-1,2,0,0
34,20,2,0,3,-1,3,0,0
34,21,3,0,3,-1,4,0,0
34,22,4,0,1,-1,4,1,0
34,23,4,1,1,-1,4,2,0
34,24,4,2,1,-1,4,3,0
34,25,4,3,3,-1,5,3,0
34,26,5,3,2,-1,4,3,0
34,27,4,3,3,-1,5,3,0
34,28,5,3,3,-1,6,3,0
34,29,6,3,3,0,7,3,1
35,0,0,3,0,-1,0,2,0
35,1,0,2,2,-1,0,2,0
35,2,0,2,0,-1,0,1,0
35,3,0,1,0,-1,0,0,0
35,4,0,0,3,-1,1,0,0
35,5,1,0,1,-1,1,1,0
35,6,1,1,3,-1,1,1,0
35,7,1,1,1,-1,1,2,0
35,8,1,2,3,-1,1,2,0
35,9,1,2,0,-1,1,1,0
35,10,1,1,0,-1,1,0,0
35,11,1,0,3,-1,2,0,0
35,12,2,0,3,-1,3,0,0
35,13,3,0,1,-1,3,1,0
35,14,3,1,1,-1,3,2,0
35,15,3,2,3,-1,4,2,0
35,16,4,2,1,-1,4,3,0
35,17,4,3,3,-1,5,3,0
35,18,5,3,3,-1,6,3,0
35,19,6,3,2,-1,5,3,0
35,20,5,3,3,-1,6,3,0
35,21,6,3,3,0,7,3,1
36,0,0,3,1,-1,0,3,0
36,1,0,3,3,-1,1,3,0
36,2,1,3,1,-1,1,3,0
36,3,1,3,3,-1,1,3,0
36,4,1,3,0,-1,1,2,0
36,5,1,2,0,-1,1,1,0
36,6,1,1,0,-1,1,0,0
36,7,1,0,3,-1,2,0,0
36,8,2,0,3,-1,3,0,0
36,9,3,0,1,-1,3,1,0
36,10,3,1,3,-1,4,1,0
36,11,4,1,1,-1,4,2,0
